Year,Month,Zone,Item,Manpower,Target,Sales
2026,March,Agrabad Zone,Mustard oil 1000 ML,2,71280,"10,512.00"
2026,March,Agrabad Zone,Mustard oil 200 ML,3,71280,"9,937.50"
2026,March,Agrabad Zone,Mustard oil 250 ML,3,71280,"16,863.00"
2026,March,Agrabad Zone,Mustard oil 500 ML,4,71280,"13,741.00"
2026,March,Agrabad Zone,Mustard oil 80 ML,4,71280,"11,395.00"
2026,March,Agrabad Zone,Premium Basmati 1 kg (T),3,71280,"10,150.00"
2026,March,Agrabad Zone,Premium katari Ghee Bhog 5 kg (T),1,71280,"4,950.00"
2026,March,Agrabad Zone,Red Lentil 1 kg,3,71280,"21,774.00"
2026,March,Agrabad Zone,Roast Masala 35gm (C),1,71280,550.00
2026,March,Agrabad Zone,Suji 500 g,4,71280,"53,613.00"
2026,March,Agrabad Zone,Tea LEAF 500 gm,1,71280,"1,320.00"
2026,March,Bagerhat Zone,Atta 1 kg,7,58320,"457,095.00"
2026,March,Bagerhat Zone,Atta 2 kg,2,58320,"2,352.00"
2026,March,Bagerhat Zone,Atta 5 kg,2,58320,"11,966.00"
2026,March,Bagerhat Zone,Biryani Masala 40gm (C),4,58320,"9,000.00"
2026,March,Bagerhat Zone,Brown Atta 1 kg,5,58320,"40,185.00"
2026,March,Bagerhat Zone,Chicken Masala 100gm (C),2,58320,"2,852.50"
2026,March,Bagerhat Zone,Chinigura Premium 1 kg (T),7,58320,"924,601.00"
2026,March,Bagerhat Zone,Deshi Basmoti 5 Kg (T),7,58320,"107,080.00"
2026,March,Bagerhat Zone,Essential Miniket 10 kg(T),2,58320,"18,680.00"
2026,March,Bagerhat Zone,Essential Mustard Oil 16 Kg Tin,7,58320,"725,550.00"
2026,March,Bagerhat Zone,Essential Mustard Oil 8 Kg Tin,7,58320,"676,905.00"
2026,March,Bagerhat Zone,Essential Puffed Rice 400 Gm,5,58320,"16,200.00"
2026,March,Bagerhat Zone,Essentials Chili Powder 5 Kg,3,58320,"23,030.00"
2026,March,Bagerhat Zone,Essentials Turmeric Powder 5 Kg,2,58320,"9,390.00"
2026,March,Bagerhat Zone,Iodized Salt 1 kg,6,58320,"160,498.50"
2026,March,Bagerhat Zone,Iodized Salt 500gm,6,58320,"85,767.50"
2026,March,Bagerhat Zone,Katari Najir 10 kg (T),2,58320,"5,520.00"
2026,March,Bagerhat Zone,Katari Najir 5 kg (T),7,58320,"93,175.00"
2026,March,Bagerhat Zone,Lachcha Semai 200gm (C),5,58320,"223,098.00"
2026,March,Bagerhat Zone,Maida 1 kg,7,58320,"71,154.00"
2026,March,Bagerhat Zone,Maida 25 kg (C),1,58320,"1,300.00"
2026,March,Bagerhat Zone,Meat Masala 100gm (C),1,58320,252.00
2026,March,Bagerhat Zone,Miniket 5 kg (T),6,58320,"87,390.00"
2026,March,Bagerhat Zone,Mustard Oil 5 Liter,3,58320,"17,920.00"
2026,March,Bagerhat Zone,Mustard Oil 8 Liter,1,58320,"25,880.00"
2026,March,Bagerhat Zone,Mustard oil 1000 ML,4,58320,"14,308.00"
2026,March,Bagerhat Zone,Mustard oil 200 ML,5,58320,"45,187.50"
2026,March,Bagerhat Zone,Mustard oil 250 ML,4,58320,"43,197.00"
2026,March,Bagerhat Zone,Mustard oil 500 ML,7,58320,"26,727.00"
2026,March,Bagerhat Zone,Mustard oil 80 ML,6,58320,"55,941.50"
2026,March,Bagerhat Zone,Premium Basmati 1 kg (T),4,58320,"37,450.00"
2026,March,Bagerhat Zone,Premium katari Ghee Bhog 5 kg (T),2,58320,"2,970.00"
2026,March,Bagerhat Zone,Red Lentil 1 kg,1,58320,"1,938.00"
2026,March,Bagerhat Zone,Roast Masala 35gm (C),1,58320,880.00
2026,March,Bagerhat Zone,Suji 200 g,6,58320,"17,712.00"
2026,March,Bagerhat Zone,Suji 500 g,6,58320,"75,628.00"
2026,March,Bagerhat Zone,Tea DUST 500 gm,2,58320,"13,650.00"
2026,March,Bagerhat Zone,Tea LEAF 500 gm,3,58320,"13,530.00"
2026,March,Barishal Zone,Atta 1 kg,8,155520,"476,081.00"
2026,March,Barishal Zone,Atta 2 kg,6,155520,"99,643.00"
2026,March,Barishal Zone,Atta 25 kg,1,155520,"1,150.00"
2026,March,Barishal Zone,Atta 5 kg,6,155520,"135,478.00"
2026,March,Barishal Zone,Biryani Masala 40gm (C),5,155520,"15,800.00"
2026,March,Barishal Zone,Brown Atta 1 kg,6,155520,"53,808.00"
2026,March,Barishal Zone,Chicken Masala 100gm (C),1,155520,"1,467.00"
2026,March,Barishal Zone,Chinigura Premium 1 kg (T),8,155520,"847,577.00"
2026,March,Barishal Zone,Deshi Basmoti 5 Kg (T),6,155520,"40,330.00"
2026,March,Barishal Zone,Essential Miniket 10 kg(T),5,155520,"27,565.00"
2026,March,Barishal Zone,Essential Mustard Oil 16 Kg Tin,8,155520,"1,656,000.00"
2026,March,Barishal Zone,Essential Mustard Oil 8 Kg Tin,7,155520,"295,110.00"
2026,March,Barishal Zone,Essentials Chili Powder 5 Kg,1,155520,"13,160.00"
2026,March,Barishal Zone,Essentials Turmeric Powder 5 Kg,1,155520,"15,650.00"
2026,March,Barishal Zone,Iodized Salt 1 kg,8,155520,"211,418.50"
2026,March,Barishal Zone,Iodized Salt 500gm,2,155520,"10,447.50"
2026,March,Barishal Zone,Katari Najir 10 kg (T),1,155520,"4,450.00"
2026,March,Barishal Zone,Katari Najir 5 kg (T),6,155520,"63,550.00"
2026,March,Barishal Zone,Lachcha Semai 200gm (C),5,155520,"61,826.00"
2026,March,Barishal Zone,Lentil Medium- 25 Kg (C),1,155520,"20,700.00"
2026,March,Barishal Zone,Maida 1 kg,6,155520,"35,223.00"
2026,March,Barishal Zone,Maida 25 kg (C),2,155520,"63,700.00"
2026,March,Barishal Zone,Meat Masala 100gm (C),4,155520,"4,452.00"
2026,March,Barishal Zone,Miniket 25 kg (C),1,155520,"8,100.00"
2026,March,Barishal Zone,Miniket 5 kg (T),7,155520,"107,850.00"
2026,March,Barishal Zone,Mustard Oil 5 Liter,6,155520,"49,290.00"
2026,March,Barishal Zone,Mustard Oil 8 Liter,2,155520,"3,300.00"
2026,March,Barishal Zone,Mustard oil 1000 ML,6,155520,"15,184.00"
2026,March,Barishal Zone,Mustard oil 200 ML,7,155520,"43,187.50"
2026,March,Barishal Zone,Mustard oil 500 ML,7,155520,"19,932.00"
2026,March,Barishal Zone,Mustard oil 80 ML,7,155520,"54,484.00"
2026,March,Barishal Zone,Premium Basmati 1 kg (T),4,155520,"16,100.00"
2026,March,Barishal Zone,Premium katari Ghee Bhog 5 kg (T),1,155520,"1,485.00"
2026,March,Barishal Zone,Red Lentil 1 kg,1,155520,"2,622.00"
2026,March,Barishal Zone,Roast Masala 35gm (C),5,155520,"3,355.00"
2026,March,Barishal Zone,Suji 500 g,8,155520,"68,117.00"
2026,March,Barishal Zone,Tea DUST 500 gm,3,155520,"30,420.00"
2026,March,Barishal Zone,Tea LEAF 500 gm,4,155520,"16,335.00"
2026,March,Bhola Zone,Atta 1 kg,5,43200,"403,250.00"
2026,March,Bhola Zone,Atta 25 kg,4,43200,"44,850.00"
2026,March,Bhola Zone,Atta 5 kg,3,43200,"6,100.00"
2026,March,Bhola Zone,Biryani Masala 40gm (C),5,43200,"18,600.00"
2026,March,Bhola Zone,Brown Atta 1 kg,4,43200,"20,178.00"
2026,March,Bhola Zone,Chicken Masala 100gm (C),2,43200,"2,934.00"
2026,March,Bhola Zone,Chinigura Premium 1 kg (T),5,43200,"187,093.00"
2026,March,Bhola Zone,Essential Miniket 10 kg(T),3,43200,"12,470.00"
2026,March,Bhola Zone,Essential Mustard Oil 16 Kg Tin,5,43200,"693,550.00"
2026,March,Bhola Zone,Essential Mustard Oil 8 Kg Tin,5,43200,"260,450.00"
2026,March,Bhola Zone,Essential Puffed Rice 400 Gm,3,43200,"2,268.00"
2026,March,Bhola Zone,Essentials Chili Powder 5 Kg,2,43200,"3,290.00"
2026,March,Bhola Zone,Essentials Turmeric Powder 5 Kg,1,43200,"1,565.00"
2026,March,Bhola Zone,Iodized Salt 1 kg,5,43200,"152,860.50"
2026,March,Bhola Zone,Iodized Salt 500gm,1,43200,437.50
2026,March,Bhola Zone,Katari Najir 5 kg (T),5,43200,"6,075.00"
2026,March,Bhola Zone,Lachcha Semai 200gm (C),3,43200,"85,880.00"
2026,March,Bhola Zone,Lentil Medium- 25 Kg (C),2,43200,"34,500.00"
2026,March,Bhola Zone,Maida 1 kg,5,43200,"27,966.00"
2026,March,Bhola Zone,Maida 25 kg (C),2,43200,"2,600.00"
2026,March,Bhola Zone,Meat Masala 100gm (C),3,43200,"10,584.00"
2026,March,Bhola Zone,Miniket 5 kg (T),4,43200,"18,800.00"
2026,March,Bhola Zone,Mustard Oil 5 Liter,3,43200,"20,160.00"
2026,March,Bhola Zone,Mustard Oil 8 Liter,4,43200,"9,510.00"
2026,March,Bhola Zone,Mustard oil 1000 ML,3,43200,"12,556.00"
2026,March,Bhola Zone,Mustard oil 200 ML,5,43200,"41,187.50"
2026,March,Bhola Zone,Mustard oil 500 ML,3,43200,"14,345.00"
2026,March,Bhola Zone,Mustard oil 80 ML,5,43200,"54,696.00"
2026,March,Bhola Zone,Paijam 25 kg (C),1,43200,"4,740.00"
2026,March,Bhola Zone,Premium Basmati 1 kg (T),3,43200,"7,350.00"
2026,March,Bhola Zone,Red Lentil 1 kg,4,43200,"6,726.00"
2026,March,Bhola Zone,Roast Masala 35gm (C),4,43200,"10,120.00"
2026,March,Bhola Zone,Suji 500 g,5,43200,"170,644.00"
2026,March,Bhola Zone,Tea LEAF 500 gm,2,43200,"14,025.00"
2026,March,Bogura Zone,Atta 1 kg,7,64800,"351,004.00"
2026,March,Bogura Zone,Atta 2 kg,1,64800,679.00
2026,March,Bogura Zone,Biryani Masala 40gm (C),3,64800,"1,300.00"
2026,March,Bogura Zone,Brown Atta 1 kg,5,64800,"98,382.00"
2026,March,Bogura Zone,Chicken Masala 100gm (C),2,64800,"2,037.50"
2026,March,Bogura Zone,Chinigura Premium 1 kg (T),6,64800,"225,201.00"
2026,March,Bogura Zone,Essential Miniket 10 kg(T),1,64800,"3,520.00"
2026,March,Bogura Zone,Essential Mustard Oil 16 Kg Tin,3,64800,"56,500.00"
2026,March,Bogura Zone,Essential Mustard Oil 8 Kg Tin,1,64800,"7,330.00"
2026,March,Bogura Zone,Essential Puffed Rice 400 Gm,1,64800,"4,158.00"
2026,March,Bogura Zone,Essentials Chili Powder 5 Kg,2,64800,"11,515.00"
2026,March,Bogura Zone,Iodized Salt 1 kg,6,64800,"188,940.00"
2026,March,Bogura Zone,Iodized Salt 500gm,5,64800,"76,317.50"
2026,March,Bogura Zone,Katari Najir 10 kg (T),1,64800,"5,340.00"
2026,March,Bogura Zone,Katari Najir 5 kg (T),1,64800,"3,150.00"
2026,March,Bogura Zone,Lachcha Semai 200gm (C),4,64800,"10,488.00"
2026,March,Bogura Zone,Lentil Medium- 25 Kg (C),4,64800,"59,800.00"
2026,March,Bogura Zone,Maida 1 kg,4,64800,"29,382.00"
2026,March,Bogura Zone,Maida 25 kg (C),1,64800,"1,300.00"
2026,March,Bogura Zone,Meat Masala 100gm (C),2,64800,"2,940.00"
2026,March,Bogura Zone,Miniket 5 kg (T),1,64800,"6,230.00"
2026,March,Bogura Zone,Mustard Oil 5 Liter,1,64800,"1,120.00"
2026,March,Bogura Zone,Mustard oil 1000 ML,2,64800,"9,928.00"
2026,March,Bogura Zone,Mustard oil 200 ML,3,64800,"14,500.00"
2026,March,Bogura Zone,Mustard oil 250 ML,1,64800,"2,310.00"
2026,March,Bogura Zone,Mustard oil 500 ML,3,64800,"17,818.00"
2026,March,Bogura Zone,Mustard oil 80 ML,4,64800,"21,385.50"
2026,March,Bogura Zone,Premium Basmati 1 kg (T),1,64800,"3,500.00"
2026,March,Bogura Zone,Red Lentil 1 kg,2,64800,"2,166.00"
2026,March,Bogura Zone,Roast Masala 35gm (C),1,64800,"1,705.00"
2026,March,Bogura Zone,Suji 200 g,6,64800,"7,904.00"
2026,March,Bogura Zone,Suji 500 g,6,64800,"32,708.00"
2026,March,Brahmanbaria Zone,Atta 1 kg,8,87480,"1,818,800.00"
2026,March,Brahmanbaria Zone,Atta 2 kg,5,87480,"561,460.00"
2026,March,Brahmanbaria Zone,Atta 25 kg,1,87480,"2,300.00"
2026,March,Brahmanbaria Zone,Atta 5 kg,8,87480,"710,826.00"
2026,March,Brahmanbaria Zone,Biryani Masala 40gm (C),5,87480,"20,500.00"
2026,March,Brahmanbaria Zone,Brown Atta 1 kg,7,87480,"101,517.00"
2026,March,Brahmanbaria Zone,Chicken Masala 100gm (C),1,87480,733.50
2026,March,Brahmanbaria Zone,Chinigura Premium 1 kg (T),8,87480,"2,238,330.00"
2026,March,Brahmanbaria Zone,Deshi Basmoti 5 Kg (T),1,87480,"6,860.00"
2026,March,Brahmanbaria Zone,Essential Miniket 10 kg(T),3,87480,"11,490.00"
2026,March,Brahmanbaria Zone,Essential Mustard Oil 16 Kg Tin,8,87480,"300,400.00"
2026,March,Brahmanbaria Zone,Essential Mustard Oil 8 Kg Tin,3,87480,"19,595.00"
2026,March,Brahmanbaria Zone,Essential Puffed Rice 400 Gm,6,87480,"57,942.00"
2026,March,Brahmanbaria Zone,Essentials Chili Powder 5 Kg,3,87480,"44,365.00"
2026,March,Brahmanbaria Zone,Essentials Turmeric Powder 5 Kg,3,87480,"23,595.00"
2026,March,Brahmanbaria Zone,Iodized Salt 1 kg,8,87480,"1,040,744.50"
2026,March,Brahmanbaria Zone,Iodized Salt 500gm,8,87480,"255,430.00"
2026,March,Brahmanbaria Zone,Katari Najir 10 kg (T),5,87480,"128,910.00"
2026,March,Brahmanbaria Zone,Katari Najir 5 kg (T),7,87480,"32,700.00"
2026,March,Brahmanbaria Zone,Lachcha Semai 200gm (C),7,87480,"97,774.00"
2026,March,Brahmanbaria Zone,Lentil Medium- 25 Kg (C),4,87480,"80,500.00"
2026,March,Brahmanbaria Zone,Maida 1 kg,8,87480,"162,427.00"
2026,March,Brahmanbaria Zone,Maida 25 kg (C),1,87480,"7,800.00"
2026,March,Brahmanbaria Zone,Meat Masala 100gm (C),2,87480,"1,512.00"
2026,March,Brahmanbaria Zone,Miniket 5 kg (T),6,87480,"7,615.00"
2026,April,Agrabad Zone,Atta 1 kg,3,47520,"361,375.00"
2026,April,Agrabad Zone,Atta 2 kg,1,47520,"16,878.00"
2026,April,Agrabad Zone,Atta 25 kg,1,47520,"2,300.00"
2026,April,Agrabad Zone,Atta 5 kg,2,47520,"77,348.00"
2026,April,Agrabad Zone,Biryani Masala 40gm (C),1,47520,150.00
2026,April,Agrabad Zone,Brown Atta 1 kg,3,47520,"157,548.00"
2026,April,Agrabad Zone,Chinigura Premium 1 kg (T),2,47520,"201,120.00"
2026,April,Agrabad Zone,Essential Miniket 10 kg(T),1,47520,"1,760.00"
2026,April,Agrabad Zone,Essential Mustard Oil 16 Kg Tin,2,47520,"387,600.00"
2026,April,Agrabad Zone,Essential Mustard Oil 8 Kg Tin,1,47520,"53,100.00"
2026,April,Agrabad Zone,Iodized Salt 1 kg,3,47520,"112,191.50"
2026,April,Agrabad Zone,Iodized Salt 500gm,3,47520,"70,752.50"
2026,April,Agrabad Zone,Katari Ghee Bhog 25 kg (C),1,47520,"4,400.00"
2026,April,Agrabad Zone,Katari Najir 10 kg (T),1,47520,"6,300.00"
2026,April,Agrabad Zone,Katari Najir 5 kg (T),2,47520,"20,460.00"
2026,April,Agrabad Zone,Lachcha Semai 200gm (C),1,47520,"1,330.00"
2026,April,Agrabad Zone,Lentil Medium- 25 Kg (C),1,47520,"54,600.00"
2026,April,Agrabad Zone,Maida 1 kg,3,47520,"115,699.00"
2026,April,Agrabad Zone,Maida 25 kg (C),2,47520,"71,500.00"
2026,April,Agrabad Zone,Miniket 5 kg (T),2,47520,"26,700.00"
2026,April,Agrabad Zone,Mustard oil 1000 ML,2,47520,"19,564.00"
2026,April,Agrabad Zone,Mustard oil 200 ML,2,47520,"26,687.50"
2026,April,Agrabad Zone,Mustard oil 250 ML,2,47520,"5,159.00"
2026,April,Agrabad Zone,Mustard oil 500 ML,3,47520,"27,180.00"
2026,April,Agrabad Zone,Mustard oil 80 ML,3,47520,"10,600.00"
2026,April,Agrabad Zone,Premium Basmati 1 kg (T),1,47520,"1,750.00"
2026,April,Agrabad Zone,Premium katari Ghee Bhog 5 kg (T),1,47520,"5,940.00"
2026,April,Agrabad Zone,Red Lentil 1 kg,3,47520,"52,782.00"
2026,April,Agrabad Zone,Suji 500 g,3,47520,"93,166.00"
2026,April,Agrabad Zone,Tea LEAF 500 gm,1,47520,330.00
2026,April,Bagerhat Zone,Atta 1 kg,7,58320,"957,117.00"
2026,April,Bagerhat Zone,Atta 2 kg,1,58320,"1,940.00"
2026,April,Bagerhat Zone,Atta 5 kg,2,58320,"23,912.00"
2026,April,Bagerhat Zone,Biryani Masala 40gm (C),3,58320,"10,000.00"
2026,April,Bagerhat Zone,Brown Atta 1 kg,6,58320,"81,909.00"
2026,April,Bagerhat Zone,Chicken Masala 100gm (C),2,58320,"3,500.42"
2026,April,Bagerhat Zone,Chinigura Premium 1 kg (T),6,58320,"395,115.00"
2026,April,Bagerhat Zone,Deshi Basmoti 5 Kg (T),7,58320,"138,180.00"
2026,April,Bagerhat Zone,Essential Miniket 10 kg(T),2,58320,"9,680.00"
2026,April,Bagerhat Zone,Essential Mustard Oil 16 Kg Tin,7,58320,"591,600.00"
2026,April,Bagerhat Zone,Essential Mustard Oil 8 Kg Tin,7,58320,"596,490.00"
2026,April,Bagerhat Zone,Essential Puffed Rice 400 Gm,3,58320,"13,068.00"
2026,April,Bagerhat Zone,Essentials Chili Powder 5 Kg,1,58320,"1,645.00"
2026,April,Bagerhat Zone,Essentials Turmeric Powder 5 Kg,1,58320,"6,260.00"
2026,April,Bagerhat Zone,Iodized Salt 1 kg,5,58320,"193,998.50"
2026,April,Bagerhat Zone,Iodized Salt 500gm,6,58320,"128,432.50"
2026,April,Bagerhat Zone,Katari Najir 10 kg (T),2,58320,"20,700.00"
2026,April,Bagerhat Zone,Katari Najir 5 kg (T),7,58320,"141,750.00"
2026,April,Bagerhat Zone,Lachcha Semai 200gm (C),3,58320,"12,464.00"
2026,April,Bagerhat Zone,Lentil Medium- 25 Kg (C),3,58320,"31,850.00"
2026,April,Bagerhat Zone,Lentil Small- 25 Kg (C),1,58320,"13,950.00"
2026,April,Bagerhat Zone,Maida 1 kg,7,58320,"81,479.00"
2026,April,Bagerhat Zone,Meat Masala 100gm (C),1,58320,503.76
2026,April,Bagerhat Zone,Miniket 25 kg (C),1,58320,"2,125.00"
2026,April,Bagerhat Zone,Miniket 5 kg (T),6,58320,"84,550.00"
2026,April,Bagerhat Zone,Mustard Oil 5 Liter,3,58320,"38,080.00"
2026,April,Bagerhat Zone,Mustard Oil 8 Liter,1,58320,"11,060.00"
2026,April,Bagerhat Zone,Mustard oil 1000 ML,5,58320,"13,724.00"
2026,April,Bagerhat Zone,Mustard oil 200 ML,5,58320,"49,875.00"
2026,April,Bagerhat Zone,Mustard oil 250 ML,4,58320,"42,581.00"
2026,April,Bagerhat Zone,Mustard oil 500 ML,5,58320,"28,086.00"
2026,April,Bagerhat Zone,Mustard oil 80 ML,6,58320,"63,918.00"
2026,April,Bagerhat Zone,Paijam 25 kg (C),1,58320,"1,580.00"
2026,April,Bagerhat Zone,Premium Basmati 1 kg (T),4,58320,"19,250.00"
2026,April,Bagerhat Zone,Premium katari Ghee Bhog 5 kg (T),3,58320,"8,910.00"
2026,April,Bagerhat Zone,Red Lentil 1 kg,2,58320,"9,234.00"
2026,April,Bagerhat Zone,Roast Masala 35gm (C),4,58320,"1,453.50"
2026,April,Bagerhat Zone,Suji 200 g,6,58320,"29,184.00"
2026,April,Bagerhat Zone,Suji 500 g,7,58320,"75,554.00"
2026,April,Bagerhat Zone,Tea DUST 500 gm,3,58320,"14,235.00"
2026,April,Bagerhat Zone,Tea LEAF 500 gm,3,58320,"32,835.00"
2026,April,Barishal Zone,Atta 1 kg,13,155520,"1,162,623.00"
2026,April,Barishal Zone,Atta 2 kg,6,155520,"136,964.00"
2026,April,Barishal Zone,Atta 25 kg,1,155520,"1,150.00"
2026,April,Barishal Zone,Atta 5 kg,7,155520,"181,292.00"
2026,April,Barishal Zone,Biryani Masala 40gm (C),7,155520,"11,000.00"
2026,April,Barishal Zone,Brown Atta 1 kg,10,155520,"113,487.00"
2026,April,Barishal Zone,Chicken Masala 100gm (C),1,155520,488.64
2026,April,Barishal Zone,Chinigura Premium 1 kg (T),9,155520,"300,035.00"
2026,April,Barishal Zone,Deshi Basmoti 5 Kg (T),7,155520,"38,710.00"
2026,April,Barishal Zone,Essential Miniket 10 kg(T),4,155520,"33,440.00"
2026,April,Barishal Zone,Essential Mustard Oil 16 Kg Tin,12,155520,"1,162,800.00"
2026,April,Barishal Zone,Essential Mustard Oil 8 Kg Tin,10,155520,"214,170.00"
2026,April,Barishal Zone,Essentials Chili Powder 5 Kg,4,155520,"36,190.00"
2026,April,Barishal Zone,Essentials Turmeric Powder 5 Kg,4,155520,"25,040.00"
2026,April,Barishal Zone,Iodized Salt 1 kg,11,155520,"504,744.50"
2026,April,Barishal Zone,Iodized Salt 500gm,2,155520,"12,232.50"
2026,April,Barishal Zone,Katari Najir 5 kg (T),10,155520,"68,985.00"
2026,April,Barishal Zone,Lachcha Semai 200gm (C),2,155520,"4,408.00"
2026,April,Barishal Zone,Lentil Medium- 25 Kg (C),3,155520,"18,325.00"
2026,April,Barishal Zone,Lentil Small- 25 Kg (C),3,155520,"165,075.00"
2026,April,Barishal Zone,Maida 1 kg,10,155520,"55,637.00"
2026,April,Barishal Zone,Maida 25 kg (C),5,155520,"172,900.00"
2026,April,Barishal Zone,Miniket 5 kg (T),9,155520,"94,340.00"
2026,April,Barishal Zone,Mustard Oil 5 Liter,8,155520,"117,600.00"
2026,April,Barishal Zone,Mustard Oil 8 Liter,4,155520,"20,510.00"
2026,April,Barishal Zone,Mustard oil 1000 ML,6,155520,"19,272.00"
2026,April,Barishal Zone,Mustard oil 200 ML,11,155520,"53,625.00"
2026,April,Barishal Zone,Mustard oil 250 ML,1,155520,462.00
2026,April,Barishal Zone,Mustard oil 500 ML,7,155520,"19,781.00"
2026,April,Barishal Zone,Mustard oil 80 ML,10,155520,"57,717.00"
2026,April,Barishal Zone,Premium Basmati 1 kg (T),3,155520,"6,300.00"
2026,April,Barishal Zone,Premium katari Ghee Bhog 5 kg (T),2,155520,"12,870.00"
2026,April,Barishal Zone,Roast Masala 35gm (C),3,155520,"3,049.50"
2026,April,Barishal Zone,Suji 500 g,13,155520,"120,694.00"
2026,April,Barishal Zone,Tea DUST 500 gm,3,155520,"29,250.00"
2026,April,Barishal Zone,Tea LEAF 500 gm,4,155520,"55,110.00"
2026,April,Bhola Zone,Atta 1 kg,7,43200,"536,011.00"
2026,April,Bhola Zone,Atta 2 kg,1,43200,"2,813.00"
2026,April,Bhola Zone,Atta 25 kg,4,43200,"41,400.00"
2026,April,Bhola Zone,Atta 5 kg,4,43200,"27,572.00"
2026,April,Bhola Zone,Biryani Masala 40gm (C),5,43200,"18,050.00"
2026,April,Bhola Zone,Brown Atta 1 kg,4,43200,"41,382.00"
2026,April,Bhola Zone,Chicken Masala 100gm (C),2,43200,"2,197.26"
2026,April,Bhola Zone,Chinigura Premium 1 kg (T),5,43200,"140,300.00"
2026,April,Bhola Zone,Essential Miniket 10 kg(T),1,43200,"13,200.00"
2026,April,Bhola Zone,Essential Mustard Oil 16 Kg Tin,6,43200,"829,600.00"
2026,April,Bhola Zone,Essential Mustard Oil 8 Kg Tin,6,43200,"343,380.00"
2026,April,Bhola Zone,Essential Puffed Rice 400 Gm,3,43200,"1,674.00"
2026,April,Bhola Zone,Essentials Chili Powder 5 Kg,2,43200,"6,580.00"
2026,April,Bhola Zone,Essentials Turmeric Powder 5 Kg,1,43200,"3,130.00"
2026,April,Bhola Zone,Iodized Salt 1 kg,7,43200,"210,614.50"
2026,April,Bhola Zone,Iodized Salt 500gm,1,43200,437.50
2026,April,Bhola Zone,Katari Najir 10 kg (T),1,43200,890.00
2026,April,Bhola Zone,Katari Najir 5 kg (T),4,43200,"10,140.00"
2026,April,Bhola Zone,Lachcha Semai 200gm (C),2,43200,"11,096.00"
2026,April,Bhola Zone,Lentil Medium- 25 Kg (C),4,43200,"150,200.00"
2026,April,Bhola Zone,Maida 1 kg,6,43200,"31,978.00"
2026,April,Bhola Zone,Maida 25 kg (C),2,43200,"14,300.00"
2026,April,Bhola Zone,Meat Masala 100gm (C),2,43200,"1,511.28"
2026,April,Bhola Zone,Miniket 25 kg (C),1,43200,"2,125.00"
2026,April,Bhola Zone,Miniket 5 kg (T),3,43200,"15,130.00"
2026,April,Bhola Zone,Mustard Oil 5 Liter,3,43200,"13,440.00"
2026,April,Bhola Zone,Mustard Oil 8 Liter,3,43200,"7,890.00"
2026,April,Bhola Zone,Mustard oil 1000 ML,4,43200,"17,520.00"
2026,April,Bhola Zone,Mustard oil 200 ML,7,43200,"28,375.00"
2026,April,Bhola Zone,Mustard oil 500 ML,4,43200,"16,610.00"
2026,April,Bhola Zone,Mustard oil 80 ML,6,43200,"66,541.50"
2026,April,Bhola Zone,Premium Basmati 1 kg (T),5,43200,"7,000.00"
2026,April,Bhola Zone,Red Lentil 1 kg,4,43200,"16,302.00"
2026,April,Bhola Zone,Roast Masala 35gm (C),4,43200,"11,063.00"
2026,April,Bhola Zone,Suji 200 g,1,43200,192.00
2026,April,Bhola Zone,Suji 500 g,7,43200,"196,840.00"
2026,April,Bhola Zone,Tea LEAF 500 gm,5,43200,"50,820.00"
2026,April,Bogura Zone,Atta 1 kg,6,64800,"333,298.00"
2026,April,Bogura Zone,Atta 5 kg,1,64800,"2,684.00"
2026,April,Bogura Zone,Brown Atta 1 kg,6,64800,"203,661.00"
2026,April,Bogura Zone,Chinigura Premium 1 kg (T),4,64800,"111,490.00"
2026,April,Bogura Zone,Essential Miniket 10 kg(T),1,64800,"3,520.00"
2026,April,Bogura Zone,Essentials Turmeric Powder 5 Kg,1,64800,"1,565.00"
2026,April,Bogura Zone,Iodized Salt 1 kg,6,64800,"277,916.00"
2026,April,Bogura Zone,Iodized Salt 500gm,5,64800,"220,010.00"
2026,April,Bogura Zone,Katari Najir 10 kg (T),1,64800,"3,600.00"
2026,April,Bogura Zone,Katari Najir 5 kg (T),1,64800,930.00
2026,April,Bogura Zone,Lachcha Semai 200gm (C),3,64800,"9,956.00"
2026,April,Bogura Zone,Lentil Medium- 25 Kg (C),5,64800,"75,100.00"
2026,April,Bogura Zone,Maida 1 kg,3,64800,"35,282.00"
2026,April,Bogura Zone,Meat Masala 100gm (C),2,64800,"1,847.36"
2026,April,Bogura Zone,Mustard Oil 5 Liter,1,64800,"1,120.00"
2026,April,Bogura Zone,Mustard oil 1000 ML,1,64800,"2,920.00"
2026,April,Bogura Zone,Mustard oil 200 ML,2,64800,"16,500.00"
2026,April,Bogura Zone,Mustard oil 250 ML,1,64800,"3,157.00"
2026,April,Bogura Zone,Mustard oil 500 ML,2,64800,"3,624.00"
2026,April,Bogura Zone,Mustard oil 80 ML,4,64800,"15,529.00"
2026,April,Bogura Zone,Premium Basmati 1 kg (T),1,64800,"1,750.00"
2026,April,Bogura Zone,Red Lentil 1 kg,1,64800,342.00
2026,April,Bogura Zone,Suji 200 g,4,64800,"7,808.00"
2026,April,Bogura Zone,Suji 500 g,6,64800,"38,073.00"
2026,April,Brahmanbaria Zone,Atta 1 kg,8,77760,"2,382,207.00"
2026,April,Brahmanbaria Zone,Atta 2 kg,5,77760,"504,095.00"
